Sección	Palabra/Frase	Detalles
Verbos de Posicionamiento	Colocar	"<div style=""text-align: left; width: 100%;"">• <b>Significado principal</b>: Situar con cuidado o precisión<br><br>• <b>Traducción</b>: To place, to position carefully<br><br>• <b>Registro</b>: Formal/cuidadoso<br><br>• <b>Ejemplos</b>:<br> - <b>""Colocar el florero en el centro"" (Place the vase in the center)<br> - <i>""Colocar las piezas del rompecabezas""</i> (Place the puzzle pieces)<br><br>• Matices</b>: Implica orden, cuidado, exactitud<br><br>• <b>Contextos</b>:<br> - <b>Profesional</b>: ""Colocar al paciente en posición correcta""<br> - <b>Laboral</b>: ""Colocarse en un buen puesto"" (get a good job)</div>"
Verbos de Posicionamiento	Poner	"<div style=""text-align: left; width: 100%;"">• <b>Significado principal</b>: Situar algo en algún lugar (general)<br><br>• <b>Traducción</b>: To put, to place<br><br>• <b>Registro</b>: Neutro/versátil<br><br>• <b>Ejemplos</b>:<br> - <b>""Poner el libro en la mesa"" (Put the book on the table)<br> - <i>""Poner la mesa""</i> (Set the table)<br> - <i>""Poner música""</i> (Turn on music)<br><br>• Matices</b>: Término más general y versátil<br><br>• <b>Usos extendidos</b>:<br> - <b>Añadir</b>: ""Poner sal a la comida"" (Add salt to the food)<br> - <b>Expresiones</b>: ""Poner cara de sorpresa"" (Make a surprised face)</div>"
Términos Culinarios	Dorar	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Dar color dorado a un alimento mediante calor<br><br>• <b>Traducción</b>: To brown, to sear, to toast<br><br>• <b>Aplicaciones</b>:<br> - <b>Carne</b>: ""Dorar el bistec por ambos lados"" (Sear the steak on both sides)<br> - <b>Masa</b>: ""Dorar la empanada en el horno"" (Brown the empanada in the oven)<br> - <b>Cebolla</b>: ""Dorar la cebolla hasta que esté transparente"" (Brown the onion until translucent)<br><br>• <b>Técnicas</b>:<br> - <b>""Dorar por etapas""</b>: Dorar distintos ingredientes secuencialmente<br> - <b>""Dorar al horno""</b>: Usar el horno para dorar<br> - <b>""Dorar con mantequilla""</b>: Usar mantequilla como medio</div>"
Términos Culinarios	Términos relacionados con dorar	"<div style=""text-align: left; width: 100%;"">• <b>Sellar</b>: Primer paso, alta temperatura, tiempo breve (To sear)<br><br>• <b>Tostar</b>: Más intenso que dorar, mayor deshidratación (To toast)<br><br>• <b>Gratinar</b>: Dorar superficie con calor superior (To broil, to gratinate)<br><br>• <b>Caramelizar</b>: Proceso donde los azúcares se doran intensamente (To caramelize)<br><br>• <b>Socarrar</b>: Dorar intensamente, casi quemar - regional (To char)</div>"
Términos de Procesamiento	Moler	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Reducir algo a polvo o pequeñas partículas usando presión y fricción<br><br>• <b>Traducción</b>: To grind<br><br>• <b>Contextos específicos</b>:<br> - <b>Café</b>: ""Moler granos de café para espresso"" (Grind coffee beans for espresso)<br> - <b>Cocina</b>: ""Moler especias en el mortero"" (Grind spices in the mortar)<br> - <b>Cereales</b>: ""Moler el trigo para hacer harina"" (Grind wheat to make flour)<br> - <b>Carne</b>: ""Moler carne para hamburguesas"" (Grind meat for hamburgers)<br><br>• <b>Aclaración sobre café</b>: Moler café (grind coffee) ≠ Preparar café (brew coffee)</div>"
Términos de Procesamiento	Términos relacionados con moler	"<div style=""text-align: left; width: 100%;"">• <b>Molienda</b>: Proceso de moler (Grinding)<br><br>• <b>Molido/a</b>: Participio y producto resultante (Ground)<br> - <b>""Café molido"" (Ground coffee)<br> - <i>""Pimienta molida""</i> (Ground pepper)<br><br>• Molino</b>: Aparato para moler (Mill, grinder)<br> - <i>""Molino de café""</i> (Coffee grinder)<br> - <i>""Molino de viento""</i> (Windmill)</div>"
Propiedades Físicas	Grosor	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Medida o dimensión de un cuerpo en su sección transversal<br><br>• <b>Traducción</b>: Thickness<br><br>• <b>Clasificación por contextos</b>:<br> - <b>Papel</b>: Fino - <b>Medio - Grueso (""Papel de 80/120/250 gramos"")<br> - Telas</b>: Liviano - <b>Medio - Pesado (""Tela liviana para verano"")<br> - Cortes de comida</b>: Fino - <b>Mediano - Grueso (""Cortar en rodajas finas"")<br><br>• Expresiones comunes</b>:<br> - <i>""Ajustar el grosor""</i> (Adjust the thickness)<br> - <i>""Grosor variable""</i> (Variable thickness)<br> - <i>""Grosor uniforme""</i> (Uniform thickness)</div>"
Propiedades Físicas	Términos relacionados con grosor	"<div style=""text-align: left; width: 100%;"">• <b>Espesor</b>: Prácticamente sinónimo, más formal (Thickness - <b>formal)<br><br>• Calibre</b>: Medida estandarizada de grosor (Gauge, caliber)<br><br>• <b>Densidad</b>: Relación masa/volumen (Density)<br><br>• <b>Consistencia</b>: Cualidad de firmeza o fluidez (Consistency)<br><br>• <b>Ancho</b>: Dimensión horizontal (Width)<br><br>• <b>Profundidad</b>: Dimensión interior (Depth)</div>"
Términos de Líquidos	Derrame	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Acción y efecto de derramarse un líquido o material fluido<br><br>• <b>Traducción</b>: Spill, leakage<br><br>• <b>Tipos de derrames por contexto</b>:<br> - <b>Doméstico</b>: ""Derrame de leche en la cocina"" (Milk spill in the kitchen)<br> - <b>Industrial</b>: ""Derrame de productos químicos"" (Chemical spill)<br> - <b>Ambiental</b>: ""Derrame de petróleo en el mar"" (Oil spill in the sea)<br> - <b>Médico</b>: ""Sufrió un derrame cerebral"" (Had a stroke)</div>"
Términos de Líquidos	Verbos relacionados con derrames	"<div style=""text-align: left; width: 100%;"">• <b>Gotear</b>: Caer en gotas - <b>intensidad mínima (To drip)<br> - <i>""El grifo gotea""</i> (The faucet drips)<br><br>• Chorrear</b>: Fluir en hilo continuo - <b>intensidad baja-media (To trickle, to stream)<br> - <i>""La pintura chorrea por la pared""</i> (The paint streams down the wall)<br><br>• Derramar</b>: Verter un líquido - <b>intensidad media (To spill)<br> - <i>""Derramó el vino sobre el mantel""</i> (He spilled wine on the tablecloth)<br><br>• Desbordar</b>: Rebasar los límites - intensidad muy alta (To overflow)<br> - <i>""El río desbordó sus orillas""</i> (The river overflowed its banks)</div>"
Acciones Físicas	Restregar vs. Frotar	"<div style=""text-align: left; width: 100%;"">• <b>Restregar</b>:<br> - <b>Intensidad</b>: Mayor, más enérgico<br> - <b>Traducción</b>: To scrub<br> - <b>Presión aplicada</b>: Alta<br> - <b>Movimiento</b>: Ida y vuelta repetido, insistente<br> - <b>Ejemplo</b>: ""Restregar las ollas con residuos quemados"" (Scrub pots with burnt residue)<br><br>• <b>Frotar</b>:<br> - <b>Intensidad</b>: Variable, puede ser suave<br> - <b>Traducción</b>: To rub<br> - <b>Presión aplicada</b>: Media a baja<br> - <b>Movimiento</b>: Circular o lineal, más controlado<br> - <b>Ejemplo</b>: ""Frotar la piel con crema hidratante"" (Rub skin with moisturizer)</div>"
Acciones Físicas	Verbos relacionados por intensidad	"<div style=""text-align: left; width: 100%;"">• <b>Acariciar</b>: Muy suave (To caress)<br> - <b>""Acariciar el tejido de seda"" (Caress the silk fabric)<br><br>• Rozar</b>: Mínimo contacto (To graze, to brush)<br> - <b>""Rozar la superficie con los dedos"" (Brush the surface with fingers)<br><br>• Frotar</b>: Suave a medio (To rub)<br> - <b>""Frotar una moneda para que brille"" (Rub a coin to make it shine)<br><br>• Restregar</b>: Intenso (To scrub)<br> - <b>""Restregar la mancha de tinta"" (Scrub the ink stain)<br><br>• Fregar</b>: Muy intenso (To scrub vigorously)<br> - <i>""Fregar el suelo de rodillas""</i> (Scrub the floor on knees)</div>"
Expresiones Visuales	Mirar brevemente	"<div style=""text-align: left; width: 100%;"">• <b>Echar un vistazo</b>:<br> - <b>Región</b>: General<br> - <b>Formalidad</b>: Neutro<br> - <b>Traducción</b>: To take a look<br> - <b>Ejemplo</b>: ""Échale un vistazo a este documento"" (Take a look at this document)<br><br>• <b>Echar un ojo</b>:<br> - <b>Región</b>: España, general<br> - <b>Formalidad</b>: Informal<br> - <b>Traducción</b>: To keep an eye on<br> - <b>Ejemplo</b>: ""Échale un ojo a la sopa mientras vuelvo"" (Keep an eye on the soup while I'm gone)<br><br>• <b>Dar una checada (México)</b>:<br> - <b>Formalidad</b>: Informal<br> - <b>Traducción</b>: To check<br> - <b>Ejemplo</b>: ""Dale una checada al coche antes del viaje"" (Check the car before the trip)</div>"
Interacciones Visuales	Cruzar miradas	"<div style=""text-align: left; width: 100%;"">• <b>Significado literal</b>: Intercambio visual entre dos o más personas<br><br>• <b>Traducción</b>: To exchange glances<br><br>• <b>Connotación</b>: Comunicación no verbal, a veces con carga emocional<br><br>• <b>Contextos</b>: Narrativa literaria, situaciones románticas<br><br>• <b>Diferencia con ""cruzarse en el camino"" (crossing paths)</b>:<br> - <b>""Cruzar miradas""</b>: Intercambio visual<br> - <b>""Cruzarse en el camino""</b>: Encontrarse por casualidad</div>"
Interacciones Visuales	Expresiones relacionadas con miradas	"<div style=""text-align: left; width: 100%;"">• <b>Sostener la mirada (To hold one's gaze)</b>:<br> - <b>""Le sostuvo la mirada sin temor"" (He held his gaze without fear)<br> - Connotación</b>: Firmeza, desafío<br><br>• <b>Esquivar la mirada (To avoid eye contact)</b>:<br> - <b>""Esquivó mi mirada cuando le pregunté"" (He avoided my gaze when I asked)<br> - Connotación</b>: Incomodidad, ocultamiento<br><br>• <b>Clavar la mirada (To stare)</b>:<br> - <b>""Clavó la mirada en el horizonte"" (She stared at the horizon)<br> - Connotación</b>: Intensidad, concentración</div>"
Expresiones de Manifestación	Se manifiesta en compartir información	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Se evidencia o se hace visible a través del acto de compartir información<br><br>• <b>Traducción</b>: It manifests (itself) in sharing information<br><br>• <b>Estructura gramatical</b>: Verbo reflexivo (manifestarse) + preposición ""en"" + infinitivo (compartir)<br><br>• <b>Ejemplos</b>:<br> - <i>""La confianza en el equipo se manifiesta en compartir información crítica""</i> (Trust in the team manifests in sharing critical information)<br> - <i>""El compromiso con la transparencia se manifiesta en compartir datos abiertamente""</i> (Commitment to transparency manifests in sharing data openly)</div>"
Expresiones de Manifestación	Expresiones relacionadas	"<div style=""text-align: left; width: 100%;"">• <b>Se refleja en (It is reflected in)</b>:<br> - <b>""El éxito se refleja en los resultados"" (Success is reflected in the results)<br><br>• Se traduce en (It translates into)</b>:<br> - <b>""Su esfuerzo se traduce en mejores ventas"" (Their effort translates into better sales)<br><br>• Se materializa en (It materializes in)</b>:<br> - <b>""La estrategia se materializa en acciones"" (The strategy materializes in actions)<br><br>• Se concreta en (It takes shape in)</b>:<br> - <i>""El plan se concreta en cinco objetivos""</i> (The plan takes shape in five objectives)</div>"
Términos Temporales	Lunes festivo	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Día lunes que es feriado o día no laborable<br><br>• <b>Traducción</b>: Holiday Monday<br><br>• <b>Contexto cultural</b>: En países hispanohablantes, feriados cercanos a fin de semana generan ""puentes""<br><br>• <b>Expresiones relacionadas</b>:<br> - <i>""Día festivo""</i> (Holiday)<br> - <i>""Día feriado""</i> (Non-working day)<br> - <i>""Día no laborable""</i> (Non-working day)<br> - <i>""Puente""</i> (Long weekend)<br> - <i>""Día de asueto""</i> (Day off)</div>"
Términos Temporales	Variantes por países	"<div style=""text-align: left; width: 100%;"">• <b>España</b>:<br> - <b>Término preferido</b>: Festivo<br> - <b>Expresión típica</b>: ""Es festivo nacional""<br><br>• <b>México</b>:<br> - <b>Término preferido</b>: Día feriado<br> - <b>Expresión típica</b>: ""Día feriado oficial""<br><br>• <b>Argentina</b>:<br> - <b>Término preferido</b>: Feriado<br> - <b>Expresión típica</b>: ""Feriado largo"" (con puente)<br><br>• <b>Colombia</b>:<br> - <b>Término preferido</b>: Festivo<br> - <b>Expresión típica</b>: ""Lunes festivo""</div>"
Clasificación de Profesiones	Sectores profesionales	"<div style=""text-align: left; width: 100%;"">• <b>Sanitario</b>:<br> - <b>Características</b>: Cuidado de la salud<br> - <b>Ejemplos</b>: Médico, enfermero, fisioterapeuta<br> - <b>Tendencias</b>: Telemedicina, especialización<br><br>• <b>Educativo</b>:<br> - <b>Características</b>: Enseñanza y formación<br> - <b>Ejemplos</b>: Profesor, orientador, investigador<br> - <b>Tendencias</b>: Educación online, STEM<br><br>• <b>Tecnológico</b>:<br> - <b>Características</b>: Desarrollo tecnológico<br> - <b>Ejemplos</b>: Programador, analista de datos, UX designer<br> - <b>Tendencias</b>: IA, ciberseguridad</div>"
Perífrasis Verbales	Estar por vs. Estar a punto de	"<div style=""text-align: left; width: 100%;"">• <b>Estar por + infinitivo</b>:<br> - <b>Nivel de inminencia</b>: Moderada (intención)<br> - <b>Significado</b>: To be about to / To be yet to<br> - <b>Ejemplos</b>: ""Estoy por irme"" (I'm about to leave)<br> - <b>Uso regional</b>: Más común en Latinoamérica<br><br>• <b>Estar a punto de + infinitivo</b>:<br> - <b>Nivel de inminencia</b>: Alta (muy inmediato)<br> - <b>Significado</b>: To be about to (más inmediato)<br> - <b>Ejemplo</b>: ""Está a punto de llover"" (It's about to rain)<br> - <b>Características</b>: Mayor certeza y proximidad temporal</div>"
Perífrasis Verbales	Otras perífrasis de inminencia	"<div style=""text-align: left; width: 100%;"">• <b>Ir a + infinitivo</b>:<br> - <b>Nivel de inminencia</b>: Variable<br> - <b>Ejemplo</b>: ""Voy a comer ahora"" (I'm going to eat now)<br><br>• <b>Estar para + infinitivo</b>:<br> - <b>Nivel de inminencia</b>: Media-alta<br> - <b>Ejemplo</b>: ""El pan está para sacarlo del horno"" (The bread is ready to be taken out of the oven)<br><br>• <b>Estar próximo a + infinitivo</b>:<br> - <b>Nivel de inminencia</b>: Media<br> - <b>Ejemplo</b>: ""Está próximo a jubilarse"" (He's close to retiring)</div>"
Expresiones de Tiempo Libre	Hacer puente	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Tomar días libres entre festivos y fin de semana<br><br>• <b>Traducción</b>: To take a long weekend<br><br>• <b>Ejemplo</b>: ""Voy a hacer puente este viernes para tener cuatro días libres"" (I'm taking Friday off to have a four-day weekend)<br><br>• <b>Origen</b>: Metáfora del ""puente"" que conecta días no laborables<br><br>• <b>Expresiones populares</b>:<br> - <b>""Escapada de puente""</b>: Viaje corto aprovechando días festivos (Short trip during a long weekend)<br> - <b>""Empalmar con el fin de semana""</b>: Conectar festivo con sábado y domingo</div>"
Expresiones de Esfuerzo	Ponerse las pilas	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: To get one's act together, to make an effort<br><br>• <b>Origen</b>: Metáfora de poner energía (pilas/baterías) a algo<br><br>• <b>Ejemplos</b>:<br> - <b>""Tienes que ponerte las pilas si quieres aprobar"" (You need to get your act together if you want to pass)<br> - <i>""Me puse las pilas y terminé el trabajo a tiempo""</i> (I made an effort and finished the work on time)<br><br>• Expresiones relacionadas</b>:<br> - <i>""Darle con ganas""</i> (similar, más general)<br> - <i>""Aplicarse""</i> (más formal)<br> - <i>""Echarle ganas""</i> (México)</div>"
Expresiones Regionales	México y Centroamérica	"<div style=""text-align: left; width: 100%;"">• ""Ponerse las pilas"" - Aplicarse, esforzarse (To make an effort)<br> - <i>""Ya ponte las pilas con ese proyecto""</i><br><br>• ""Dar el avión"" - Ignorar a alguien fingiendo prestar atención (To pretend to listen)<br> - <i>""No me des el avión, sé que no me estás escuchando""</i><br><br>• ""Dar una checada"" - Revisar rápidamente (To check quickly)<br> - <i>""Voy a darle una checada al carro""</i></div>"
Expresiones Regionales	Cono Sur (Argentina, Uruguay)	"<div style=""text-align: left; width: 100%;"">• ""Dar una mano"" - Ayudar (To help out)<br> - <i>""¿Me das una mano con estas cajas?""</i><br><br>• ""Estar al horno"" - Estar en problemas (To be in trouble)<br> - <i>""Si no terminamos hoy, estamos al horno""</i><br><br>• ""Pegar una mirada"" - Mirar brevemente (To take a quick look)<br> - <i>""Pegale una mirada a este documento""</i></div>"
Expresiones Regionales	España	"<div style=""text-align: left; width: 100%;"">• ""Hacer la pelota"" - Adular excesivamente (To brown-nose)<br> - <i>""Le hace la pelota al jefe para conseguir el ascenso""</i><br><br>• ""Ponerse las botas"" - Aprovechar una oportunidad (To make the most of something)<br> - <i>""Nos pusimos las botas en el buffet""</i><br><br>• ""Estar piripi"" - Estar un poco ebrio (To be tipsy)<br> - <i>""Después de dos copas ya estaba piripi""</i></div>"
