Sección,Palabra/Frase,Detalles
Interacciones Visuales,Cruzar miradas,"• Significado literal: Intercambio visual entre dos o más personas<br>• Traducción: To exchange glances<br>• Connotación: Comunicación no verbal, a veces con carga emocional<br>• Contextos: Narrativa literaria, situaciones románticas<br>• Diferencia con ""cruzarse en el camino"" (crossing paths):<br> - ""Cruzar miradas"": Intercambio visual<br> - ""Cruzarse en el camino"": Encontrarse por casualidad"
Interacciones Visuales,Expresiones relacionadas con miradas,"• Sostener la mirada (To hold one's gaze):<br> - ""Le sostuvo la mirada sin temor"" (He held his gaze without fear)<br> - Connotación: Firmeza, desafío<br>• Esquivar la mirada (To avoid eye contact):<br> - ""Esquivó mi mirada cuando le pregunté"" (He avoided my gaze when I asked)<br> - Connotación: Incomodidad, ocultamiento<br>• Clavar la mirada (To stare):<br> - ""Clavó la mirada en el horizonte"" (She stared at the horizon)<br> - Connotación: Intensidad, concentración"
Expresiones de Manifestación,Se manifiesta en compartir información,"• Significado: Se evidencia o se hace visible a través del acto de compartir información<br>• Traducción: It manifests (itself) in sharing information<br>• Estructura gramatical: Verbo reflexivo (manifestarse) + preposición ""en"" + infinitivo (compartir)<br>• Ejemplos:<br> - ""La confianza en el equipo se manifiesta en compartir información crítica"" (Trust in the team manifests in sharing critical information)<br> - ""El compromiso con la transparencia se manifiesta en compartir datos abiertamente"" (Commitment to transparency manifests in sharing data openly)"
Expresiones de Manifestación,Expresiones relacionadas,"• Se refleja en (It is reflected in):<br> - ""El éxito se refleja en los resultados"" (Success is reflected in the results)<br>• Se traduce en (It translates into):<br> - ""Su esfuerzo se traduce en mejores ventas"" (Their effort translates into better sales)<br>• Se materializa en (It materializes in):<br> - ""La estrategia se materializa en acciones"" (The strategy materializes in actions)<br>• Se concreta en (It takes shape in):<br> - ""El plan se concreta en cinco objetivos"" (The plan takes shape in five objectives)"
Términos Temporales,Lunes festivo,"• Significado: Día lunes que es feriado o día no laborable<br>• Traducción: Holiday Monday<br>• Contexto cultural: En países hispanohablantes, feriados cercanos a fin de semana generan ""puentes""<br>• Expresiones relacionadas:<br> - ""Día festivo"" (Holiday)<br> - ""Día feriado"" (Non-working day)<br> - ""Día no laborable"" (Non-working day)<br> - ""Puente"" (Long weekend)<br> - ""Día de asueto"" (Day off)"
Términos Temporales,Variantes por países,"• España:<br> - Término preferido: Festivo<br> - Expresión típica: ""Es festivo nacional""<br>• México:<br> - Término preferido: Día feriado<br> - Expresión típica: ""Día feriado oficial""<br>• Argentina:<br> - Término preferido: Feriado<br> - Expresión típica: ""Feriado largo"" (con puente)<br>• Colombia:<br> - Término preferido: Festivo<br> - Expresión típica: ""Lunes festivo"""
Clasificación de Profesiones,Sectores profesionales,"• Sanitario:<br> - Características: Cuidado de la salud<br> - Ejemplos: Médico, enfermero, fisioterapeuta<br> - Tendencias: Telemedicina, especialización<br>• Educativo:<br> - Características: Enseñanza y formación<br> - Ejemplos: Profesor, orientador, investigador<br> - Tendencias: Educación online, STEM<br>• Tecnológico:<br> - Características: Desarrollo tecnológico<br> - Ejemplos: Programador, analista de datos, UX designer<br> - Tendencias: IA, ciberseguridad"
Perífrasis Verbales,Estar por vs. Estar a punto de,"• Estar por + infinitivo:<br> - Nivel de inminencia: Moderada (intención)<br> - Significado: To be about to / To be yet to<br> - Ejemplos: ""Estoy por irme"" (I'm about to leave)<br> - Uso regional: Más común en Latinoamérica<br>• Estar a punto de + infinitivo:<br> - Nivel de inminencia: Alta (muy inmediato)<br> - Significado: To be about to (más inmediato)<br> - Ejemplo: ""Está a punto de llover"" (It's about to rain)<br> - Características: Mayor certeza y proximidad temporal"
Perífrasis Verbales,Otras perífrasis de inminencia,"• Ir a + infinitivo:<br> - Nivel de inminencia: Variable<br> - Ejemplo: ""Voy a comer ahora"" (I'm going to eat now)<br>• Estar para + infinitivo:<br> - Nivel de inminencia: Media-alta<br> - Ejemplo: ""El pan está para sacarlo del horno"" (The bread is ready to be taken out of the oven)<br>• Estar próximo a + infinitivo:<br> - Nivel de inminencia: Media<br> - Ejemplo: ""Está próximo a jubilarse"" (He's close to retiring)"
Expresiones de Tiempo Libre,Hacer puente,"• Significado: Tomar días libres entre festivos y fin de semana<br>• Traducción: To take a long weekend<br>• Ejemplo: ""Voy a hacer puente este viernes para tener cuatro días libres"" (I'm taking Friday off to have a four-day weekend)<br>• Origen: Metáfora del ""puente"" que conecta días no laborables<br>• Expresiones populares:<br> - ""Escapada de puente"": Viaje corto aprovechando días festivos (Short trip during a long weekend)<br> - ""Empalmar con el fin de semana"": Conectar festivo con sábado y domingo"
Expresiones de Esfuerzo,Ponerse las pilas,"• Significado: To get one's act together, to make an effort<br>• Origen: Metáfora de poner energía (pilas/baterías) a algo<br>• Ejemplos:<br> - ""Tienes que ponerte las pilas si quieres aprobar"" (You need to get your act together if you want to pass)<br> - ""Me puse las pilas y terminé el trabajo a tiempo"" (I made an effort and finished the work on time)<br>• Expresiones relacionadas:<br> - ""Darle con ganas"" (similar, más general)<br> - ""Aplicarse"" (más formal)<br> - ""Echarle ganas"" (México)"
Expresiones Regionales,México y Centroamérica,"• ""Ponerse las pilas"" - Aplicarse, esforzarse (To make an effort)<br> - ""Ya ponte las pilas con ese proyecto""<br>• ""Dar el avión"" - Ignorar a alguien fingiendo prestar atención (To pretend to listen)<br> - ""No me des el avión, sé que no me estás escuchando""<br>• ""Dar una checada"" - Revisar rápidamente (To check quickly)<br> - ""Voy a darle una checada al carro"""
Expresiones Regionales,"Cono Sur (Argentina, Uruguay)","• ""Dar una mano"" - Ayudar (To help out)<br> - ""¿Me das una mano con estas cajas?""<br>• ""Estar al horno"" - Estar en problemas (To be in trouble)<br> - ""Si no terminamos hoy, estamos al horno""<br>• ""Pegar una mirada"" - Mirar brevemente (To take a quick look)<br> - ""Pegale una mirada a este documento"""
Expresiones Regionales,España,"• ""Hacer la pelota"" - Adular excesivamente (To brown-nose)<br> - ""Le hace la pelota al jefe para conseguir el ascenso""<br>• ""Ponerse las botas"" - Aprovechar una oportunidad (To make the most of something)<br> - ""Nos pusimos las botas en el buffet""<br>• ""Estar piripi"" - Estar un poco ebrio (To be tipsy)<br> - ""Después de dos copas ya estaba piripi"""
Estrategias de Cortesía,Fórmulas de mitigación,"• Uso del condicional (Alto nivel de cortesía):<br> - ""¿Podrías ayudarme?"" (Could you help me?)<br> - Contexto: Formal, con desconocidos<br>• Impersonalización (Medio-Alto nivel):<br> - ""Habría que revisar esto"" (This should be reviewed)<br> - Contexto: Críticas, sugerencias<br>• Diminutivos (Medio nivel):<br> - ""¿Tienes un momentito?"" (Do you have a little moment?)<br> - Contexto: Solicitudes amables"
Estrategias de Cortesía,Gradación de peticiones,"• Directa: ""Pásame el informe"" (Pass me the report - imperative)<br>• Pregunta directa: ""¿Me pasas el informe?"" (Will you pass me the report?)<br>• Condicional de cortesía: ""¿Podrías pasarme el informe?"" (Could you pass me the report?)<br>• Indirección con pasado: ""Me preguntaba si podrías pasarme el informe"" (I was wondering if you could pass me the report)<br>• Máxima indirección: ""Sería posible que me facilitaras el informe cuando tengas un momento"" (Would it be possible for you to provide me with the report when you have a moment)"
Perífrasis Verbales,Tocar + Infinitivo,"• Significado: Indica obligación o momento apropiado para una acción<br>• Traducción: It's time to/It's one's turn to<br>• Estructura gramatical:<br> - Forma impersonal: ""Toca"" + infinitivo (""Toca madrugar mañana"")<br> - Con pronombre indirecto: Pronombre + ""toca"" + infinitivo (""Me toca cocinar hoy"")<br> - En pasado: ""Tocó"" + infinitivo (""Tocó cancelar el evento"")<br>• Matices:<br> - Obligación externa: ""Me tocó trabajar el fin de semana"" (not by choice)<br> - Asignación por turno: ""Te toca lavar los platos"" (It's your turn)<br> - Momento oportuno: ""Ya toca renovar el pasaporte"" (It's time to)"
Perífrasis Verbales,Diferencias con otras expresiones de obligación,"• ""Me toca + infinitivo"":<br> - Nivel de obligación: Media-alta<br> - Origen: Externa, por turno<br> - Ejemplo: ""Me toca presentar mañana""<br> - Registro: Coloquial<br>• ""Tengo que + infinitivo"":<br> - Nivel de obligación: Alta<br> - Origen: Circunstancial<br> - Ejemplo: ""Tengo que terminar esto""<br> - Registro: Neutro<br>• ""Debo + infinitivo"":<br> - Nivel de obligación: Alta<br> - Origen: Moral, normativa<br> - Ejemplo: ""Debo respetar las reglas""<br> - Registro: Formal<br>• ""Hay que + infinitivo"":<br> - Nivel de obligación: Media<br> - Origen: General, impersonal<br> - Ejemplo: ""Hay que estudiar más""<br> - Registro: Neutro"
Verbos Reflexivos,Poderse,"• Estructura: Pronombre reflexivo + conjugación de ""poder"" + infinitivo<br>• Ejemplos:<br> - ""No me puedo levantar"" (I can't get up)<br> - ""No se puede abrir esta puerta"" (This door cannot be opened)<br>• Matices:<br> - La forma reflexiva añade énfasis o subjetividad<br> - ""No puedo dormir"" vs. ""No me puedo dormir"" (más énfasis personal)<br>• Traducción: Can/cannot (with emphasis)"
Verbos Reflexivos,Estar vs. Quedarse vs. Salirse,"• Estar (Estado):<br> - Significado: Ubicación/condición temporal<br> - Ejemplo: ""Estoy en casa""<br> - Matiz: Neutralidad<br>• Quedarse (Cambio → Estado):<br> - Significado: Permanencia (tras cambio)<br> - Ejemplo: ""Me quiero quedar más tiempo""<br> - Matiz: Voluntad/deseo<br>• Salirse (Cambio):<br> - Significado: Abandono/separación<br> - Ejemplo: ""Me quiero salir del grupo""<br> - Matiz: Voluntad personal"
Verbos Reflexivos,Me quiero quedar/salir,"• Estructura: Pronombre reflexivo + ""querer"" + infinitivo<br>• Significado: Deseo personal de permanencia o abandono<br>• Ejemplos:<br> - ""Me quiero quedar un rato más"" (I want to stay a bit longer)<br> - ""Me quiero salir de este proyecto"" (I want to leave this project)<br>• Contraste con formas neutras:<br> - ""Quiero estar"" - Más neutro, menos emocional<br> - ""Voy a quedarme"" - Decisión ya tomada, menos énfasis en el deseo"
Verbos Accidentales,Caerse,"• Significado: Pérdida de equilibrio o posición<br>• Conjugación en pretérito:<br> - Me caí, te caíste, se cayó, nos caímos, os caísteis, se cayeron<br>• Contextos:<br> - Personas: ""Me caí mientras caminaba"" (I fell while walking)<br> - Objetos: ""El libro se cayó del estante"" (The book fell from the shelf)<br>• Traducción: To fall"
Verbos Accidentales,Se me cayó,"• Estructura: ""Se"" + pronombre indirecto + verbo en tercera persona<br>• Significado: Acción accidental con responsabilidad indirecta<br>• Ejemplos:<br> - ""Se me cayó el vaso"" (I accidentally dropped the glass)<br> - ""Se me olvidaron las llaves"" (I forgot the keys - unintentionally)<br> - ""Se te rompió el vaso"" (You broke the glass - accidentally)<br>• Traducción: To accidentally (drop/forget/break)"
Verbos Accidentales,Secuencia de accidentes,"• Tropezar → Caerse: ""Primero tropecé con la alfombra y luego me caí""<br>• Contraste con acciones intencionales:<br> - ""Dejé caer"" - Acción voluntaria (I let it fall)<br> - ""Tiré"" - Acción directa, voluntaria (I threw)"
Reacciones Reflexivas,Al + Infinitivo,"• Estructura: Verbo reflexivo (pasado) + ""al"" + infinitivo<br>• Función: Expresar reacción inmediata o simultánea<br>• Traducción: When + gerund<br>• Ejemplos:<br> - ""Me reí al escuchar el chiste"" (I laughed when hearing the joke)<br> - ""Me asusté al ver la película"" (I got scared when seeing the movie)<br> - ""Me alegré al recibir la noticia"" (I became happy when receiving the news)"
Reacciones Reflexivas,"Verbos comunes con ""al + infinitivo""","• Me reí (I laughed): ""Me reí al escuchar el chiste""<br>• Me asusté (I got scared): ""Me asusté al ver la película""<br>• Me alegré (I became happy): ""Me alegré al recibir la noticia""<br>• Me mojé (I got wet): ""Me mojé al salir sin paraguas""<br>• Me dormí (I fell asleep): ""Me dormí al leer el libro""<br>• Me sonrojé (I blushed): ""Me sonrojé al hablar en público""<br>• Me confundí (I got confused): ""Me confundí al leer las instrucciones""<br>• Me lastimé (I hurt myself): ""Me lastimé al jugar fútbol""<br>• Me emocioné (I got emotional): ""Me emocioné al ver a mi familia""<br>• Me perdí (I got lost): ""Me perdí al tomar el camino equivocado"""
Verbos de Ofrecimiento,Brindar,"• Significados:<br> - Ofrecer algo a alguien: ""Juan me brindó un café"" (Juan offered me a coffee)<br> - Hacer un brindis: ""Brindamos por su éxito"" (We toasted to his/her success)<br> - Proporcionar un servicio: ""La empresa brinda asistencia 24 horas"" (The company provides 24-hour assistance)<br>• Traducción: To offer, to provide, to toast"
Verbos de Ofrecimiento,Comparación con verbos similares,"• Brindar:<br> - Matiz: Acercar, poner a disposición<br> - Ejemplo: ""Te brindo mi apoyo""<br> - Interacción: Personal, generoso<br>• Ofrecer:<br> - Matiz: Presentar como opción<br> - Ejemplo: ""Te ofrezco dos alternativas""<br> - Interacción: Neutral, opciones<br>• Dar:<br> - Matiz: Transferir posesión<br> - Ejemplo: ""Te doy mi libro""<br> - Interacción: Traspaso directo<br>• Invitar:<br> - Matiz: Asumir costo/responsabilidad<br> - Ejemplo: ""Te invito a comer""<br> - Interacción: Social, asume costo<br>• Servir:<br> - Matiz: Poner a disposición práctica<br> - Ejemplo: ""Te sirvo más vino""<br> - Interacción: Servicial, inmediato"
Expresiones Coloquiales,Irse a cuadrar,"• Significado: Arreglarse, organizarse, ponerse de acuerdo<br>• Contexto: Planificación social, preparativos<br>• Ejemplos:<br> - ""Nos vamos a cuadrar para el viaje"" (We're going to get organized for the trip)<br> - ""Vamos a cuadrarnos antes de la reunión"" (Let's get our story straight before the meeting)<br>• Uso regional: Más común en algunas variantes latinoamericanas"
