Enfriar	To cool	Reducir la temperatura de los alimentos o bebidas.	Enfriar rápidamente, enfriar una bebida																					
Enojarse con	To get angry with	Sentir irritación o enojo por una situación específica.	Enojarse con alguien, enojarse por algo																					
Enojarse con	To get angry with	Similar a "enfadarse con", implica perder la compostura por algo relacionado con otra persona.	Enojarse con un amigo, enojarse con los resultados																					
Enriquecerse de	To enrich oneself with	Obtener beneficios o mejoras a partir de algo.	Enriquecerse de experiencias, enriquecerse de conocimientos																					
Entrar en	To enter into	Ingresar en un lugar, estado o situación.	Entrar en una habitación, entrar en detalles																					
Entregarse a	To devote oneself to	Dedicarse completamente a una actividad, causa o persona.	Entregarse a la música, entregarse al voluntariado																					
Entusiasmarse con	To get excited about	Sentir o mostrar entusiasmo por algo.	Entusiasmarse con un proyecto, entusiasmarse con un evento																					
Entusiasmarse por	To get excited about	Sentir gran interés y emoción hacia algo o alguien.	Entusiasmarse por un evento, entusiasmarse por una idea																					
Equivocarse de	To make a mistake	Cometer un error por descuido, falta de conocimiento o malentendido.	Equivocarse de camino, equivocarse en el examen																					
Equivocarse de	To mistake for	Confundir a alguien o algo con otra cosa debido a similitudes.	Equivocarse de dirección, equivocarse de lugar																					
Escapar de	To escape from	Huir o liberarse de una situación restrictiva o peligrosa.	Escapar de un incendio, escapar de una relación tóxica																					
Escoger entre	To choose among	Seleccionar una opción de un grupo o colección.	Escoger entre opciones, escoger entre caminos																					
Escoger entre	To choose among	Seleccionar una opción de un grupo o colección.	Escoger entre opciones, escoger entre caminos																					
Esforzarse por	To make an effort	Aplicar energía o dedicación para lograr un objetivo.	Esforzarse por mejorar, esforzarse en el trabajo																					
Espacioso	Spacious	Que tiene mucho espacio o amplitud.	Diseño espacioso, habitación espaciosa																					
Esperar a	To wait for	Permanecer a la espera de alguien o algo.	Esperar a un amigo, esperar a que llegue el tren																					
Esperar a	To wait for	Permanecer a la espera de alguien o algo.	Esperar a un amigo, esperar a que llegue el tren																					
Estar a punto de	To be about to	Estar cerca de realizar una acción.	Estar a punto de salir, estar a punto de ganar																					
Estar de acuerdo	To agree	Compartir la misma opinión o aceptar una propuesta.	Estar de acuerdo en un tema, estar de acuerdo con alguien																					
Estar en contra de	To be against	Oponerse a algo.	Estar en contra de una decisión, estar en contra de una idea																					
Estar en forma	To be in shape	Tener buen estado físico.	Estar en forma para correr, estar en forma para competir																					
Estar por	To be about to	Estar a punto de hacer algo.	Estar por terminar, estar por salir																					
Etiquetar	To tag	Mencionar a otra persona en una publicación o foto.	Etiquetar amigos, etiquetar publicaciones																					
Etiquetar	To label	Colocar etiquetas para identificar el contenido de contenedores.	Etiquetar cajas, etiquetar alimentos																					
Exigir a	To demand from	Pedir algo de manera insistente o con autoridad.	Exigir a un trabajador, exigir a los estudiantes																					
Extender	To extend/spread	Aplicar o distribuir un material de manera uniforme sobre una superficie.	Extender pintura, extender mantequilla																					
Fallar en	To fail at	No lograr el éxito en una tarea o actividad específica.	Fallar en un examen, fallar en un proyecto																					
Fijar	To fix/secure	Sujetar o estabilizar una pieza utilizando una herramienta adecuada.	Fijar un tornillo, fijar una posición																					
Fijarse en	To notice / To pay attention to	Observar o prestar atención a algo o alguien.	Fijarse en los detalles, fijarse en las señales																					
Fijarse en	To pay attention to / To notice	Observar o enfocarse en algo o alguien específico.	Fijarse en detalles, fijarse en el paisaje																					
Fingir ser	To pretend to be	Actuar como si se fuera algo o alguien diferente de la realidad.	Fingir ser alguien más, fingir ser valiente																					
Firmar un contrato	To sign a contract	Acto formal de aceptar las condiciones de un acuerdo mediante una firma.	Firmar un contrato laboral, firmar un contrato de alquiler																					
Formarse en	To train in / To form in	Adquirir conocimientos o habilidades en un área específica.	Formarse en liderazgo, formarse en habilidades técnicas																					
Formarse en	To train in / To form in	Adquirir conocimientos o habilidades en un área particular a través de la educación o experiencia.	Formarse en matemáticas, formarse en habilidades blandas																					
Forrar	To line	Cubrir una superficie con un material protector o decorativo.	Forrar libros, forrar muebles																					
Fregar	To mop / To scrub	Limpiar el suelo o una superficie con agua y detergente.	Fregar el suelo, fregar la cocina																					
Freír	To fry	Cocinar alimentos sumergiéndolos en aceite caliente.	Freír papas, freír pescado																					
Frotarse contra	To rub against	Contactar y mover una parte del cuerpo contra otra superficie o persona con intención específica.	Frotarse contra la pared, frotarse contra una almohada																					
Funcional	Functional	Que cumple eficazmente su propósito.	Diseño funcional, espacio funcional																					
Ganar a	To win against	Triunfar sobre alguien o algo en una competencia o conflicto.	Ganar a un equipo, ganar a un oponente																					
Ganar con	To win with	Lograr la victoria o éxito utilizando una estrategia o recurso específico.	Ganar con esfuerzo, ganar con inteligencia																					
Gastar en	To spend on	Utilizar recursos (como dinero) en algo específico.	Gastar en educación, gastar en vacaciones																					
Guardar	To save	Marcar una publicación para revisarla más tarde.	Guardar contenido, guardar publicaciones																					
Guardar para	To save for	Reservar algo (como dinero) para un propósito futuro.	Guardar para un viaje, guardar para la universidad																					
Guardarse	To keep to oneself / To save oneself	Mantener algo privado o reservado para uso personal; también puede implicar protegerse de algo.	Guardarse un secreto, guardarse para el futuro																					
Gustar de	To like	Sentir agrado o preferencia por algo o alguien.	Gustar de un libro, gustar de una persona																					
Haberse de	To have to	Estar obligado a realizar una acción específica.	Haberse de presentar, haberse de esforzar																					
Hablar de	To talk about	Discutir o mencionar un tema específico.	Hablar de política, hablar de planes																					
Hacer caso	To pay attention	Prestar atención o seguir una indicación.	Hacer caso de un consejo, hacer caso de las reglas																					
Hacer caso de	To pay attention to	Prestar atención o seguir una indicación.	Hacer caso de un consejo, hacer caso de las normas																					
Hacer ejercicio	To exercise	Realizar actividades físicas para mantener o mejorar la salud.	Hacer ejercicio regularmente, hacer ejercicio en el gimnasio																					
Hacer ejercicio	To exercise	Realizar actividades físicas con el propósito de mejorar la salud o mantenerse en forma.	hacer ejercicio en casa, hacer ejercicio en el gimnasio																					
